MNI_X,MNI_Y,MNI_Z,Overlap,Missing,Num_participants
-34,-48,-14,1,0,0
-36,-48,-14,1,0,0
-38,-48,-14,1,0,0
-40,-48,-14,1,0,0
-42,-48,-14,1,0,0
-44,-48,-14,1,0,0
-46,-48,-14,1,0,0
-48,-48,-14,1,0,0
-50,-48,-14,1,0,0
-52,-48,-14,1,0,0
-54,-48,-14,1,0,0
-56,-48,-14,1,0,0
-58,-48,-14,1,0,0
-60,-48,-14,1,0,0
-62,-48,-14,0,1,374
-64,-48,-14,0,1,370
-66,-48,-14,0,1,349
-68,-48,-14,0,1,258
-16,-46,-14,1,0,0
-18,-46,-14,1,0,0
-20,-46,-14,1,0,0
-22,-46,-14,1,0,0
-24,-46,-14,1,0,0
-26,-46,-14,1,0,0
-28,-46,-14,1,0,0
-30,-46,-14,1,0,0
-32,-46,-14,1,0,0
-34,-46,-14,1,0,0
-36,-46,-14,1,0,0
-38,-46,-14,1,0,0
-40,-46,-14,1,0,0
-42,-46,-14,1,0,0
-44,-46,-14,1,0,0
-46,-46,-14,1,0,0
-48,-46,-14,1,0,0
-50,-46,-14,1,0,0
-52,-46,-14,1,0,0
-54,-46,-14,1,0,0
-56,-46,-14,1,0,0
-58,-46,-14,1,0,0
-60,-46,-14,1,0,0
-62,-46,-14,0,1,374
-64,-46,-14,0,1,371
-16,-44,-14,1,0,0
-18,-44,-14,1,0,0
-20,-44,-14,1,0,0
-22,-44,-14,1,0,0
-24,-44,-14,1,0,0
-26,-44,-14,1,0,0
-28,-44,-14,1,0,0
-30,-44,-14,1,0,0
-32,-44,-14,1,0,0
-34,-44,-14,1,0,0
-36,-44,-14,1,0,0
-38,-44,-14,1,0,0
-40,-44,-14,1,0,0
-42,-44,-14,1,0,0
-44,-44,-14,1,0,0
-46,-44,-14,1,0,0
-48,-44,-14,1,0,0
-50,-44,-14,1,0,0
-52,-44,-14,1,0,0
-54,-44,-14,1,0,0
-56,-44,-14,1,0,0
-58,-44,-14,1,0,0
-60,-44,-14,1,0,0
-16,-42,-14,1,0,0
-18,-42,-14,1,0,0
-20,-42,-14,1,0,0
-22,-42,-14,1,0,0
-24,-42,-14,1,0,0
-26,-42,-14,1,0,0
-28,-42,-14,1,0,0
-30,-42,-14,1,0,0
-32,-42,-14,1,0,0
-34,-42,-14,1,0,0
-36,-42,-14,1,0,0
-38,-42,-14,1,0,0
-40,-42,-14,1,0,0
-42,-42,-14,1,0,0
-44,-42,-14,1,0,0
-46,-42,-14,1,0,0
-48,-42,-14,1,0,0
-50,-42,-14,1,0,0
-52,-42,-14,1,0,0
-54,-42,-14,1,0,0
-56,-42,-14,1,0,0
-16,-40,-14,1,0,0
-18,-40,-14,1,0,0
-20,-40,-14,1,0,0
-22,-40,-14,1,0,0
-24,-40,-14,1,0,0
-26,-40,-14,1,0,0
-28,-40,-14,1,0,0
-30,-40,-14,1,0,0
-32,-40,-14,1,0,0
-34,-40,-14,1,0,0
-36,-40,-14,1,0,0
-38,-40,-14,1,0,0
-40,-40,-14,1,0,0
-42,-40,-14,1,0,0
-44,-40,-14,1,0,0
-46,-40,-14,1,0,0
-48,-40,-14,1,0,0
-50,-40,-14,1,0,0
-14,-38,-14,1,0,0
-16,-38,-14,1,0,0
-18,-38,-14,1,0,0
-20,-38,-14,1,0,0
-22,-38,-14,1,0,0
-32,-38,-14,1,0,0
-36,-38,-14,1,0,0
-38,-38,-14,1,0,0
-40,-38,-14,1,0,0
-42,-38,-14,1,0,0
-44,-38,-14,1,0,0
-46,-38,-14,1,0,0
-18,-36,-14,1,0,0
-20,-36,-14,1,0,0
-32,-36,-14,1,0,0
-34,-36,-14,1,0,0
-36,-36,-14,1,0,0
-38,-36,-14,1,0,0
-40,-36,-14,1,0,0
-42,-36,-14,1,0,0
-44,-36,-14,1,0,0
-36,-34,-14,1,0,0
-38,-34,-14,1,0,0
-40,-34,-14,1,0,0
-42,-34,-14,1,0,0
-36,-32,-14,1,0,0
-38,-32,-14,1,0,0
-40,-32,-14,1,0,0
-42,-32,-14,1,0,0
-38,-30,-14,1,0,0
-40,-30,-14,1,0,0
-22,-76,-12,0,1,373
-24,-76,-12,0,1,373
-26,-76,-12,0,1,373
-28,-76,-12,0,1,373
-30,-76,-12,0,1,373
-32,-76,-12,0,1,374
-24,-74,-12,1,0,0
-26,-74,-12,1,0,0
-28,-74,-12,1,0,0
-30,-74,-12,0,1,374
-32,-74,-12,0,1,374
-34,-74,-12,0,1,374
-24,-72,-12,1,0,0
-26,-72,-12,1,0,0
-28,-72,-12,1,0,0
-30,-72,-12,1,0,0
-32,-72,-12,1,0,0
-34,-72,-12,1,0,0
-36,-72,-12,1,0,0
-24,-70,-12,1,0,0
-26,-70,-12,1,0,0
-28,-70,-12,1,0,0
-30,-70,-12,1,0,0
-32,-70,-12,1,0,0
-34,-70,-12,1,0,0
-36,-70,-12,1,0,0
-38,-70,-12,1,0,0
-26,-68,-12,1,0,0
-28,-68,-12,1,0,0
-30,-68,-12,1,0,0
-32,-68,-12,1,0,0
-34,-68,-12,1,0,0
-36,-68,-12,1,0,0
-38,-68,-12,1,0,0
-28,-66,-12,1,0,0
-30,-66,-12,1,0,0
-32,-66,-12,1,0,0
-34,-66,-12,1,0,0
-36,-66,-12,1,0,0
-38,-66,-12,1,0,0
-40,-66,-12,1,0,0
-54,-66,-12,1,0,0
-56,-66,-12,1,0,0
-28,-64,-12,1,0,0
-30,-64,-12,1,0,0
-32,-64,-12,1,0,0
-34,-64,-12,1,0,0
-36,-64,-12,1,0,0
-38,-64,-12,1,0,0
-40,-64,-12,1,0,0
-52,-64,-12,1,0,0
-54,-64,-12,1,0,0
-56,-64,-12,1,0,0
-58,-64,-12,0,1,373
-28,-62,-12,1,0,0
-30,-62,-12,1,0,0
-32,-62,-12,1,0,0
-34,-62,-12,1,0,0
-36,-62,-12,1,0,0
-38,-62,-12,1,0,0
-40,-62,-12,1,0,0
-50,-62,-12,1,0,0
-52,-62,-12,1,0,0
-54,-62,-12,1,0,0
-56,-62,-12,1,0,0
-58,-62,-12,1,0,0
-60,-62,-12,0,1,371
-62,-62,-12,0,1,331
-26,-60,-12,1,0,0
-28,-60,-12,1,0,0
-30,-60,-12,1,0,0
-32,-60,-12,1,0,0
-34,-60,-12,1,0,0
-36,-60,-12,1,0,0
-38,-60,-12,1,0,0
-40,-60,-12,1,0,0
-48,-60,-12,1,0,0
-50,-60,-12,1,0,0
-52,-60,-12,1,0,0
-54,-60,-12,1,0,0
-56,-60,-12,1,0,0
-58,-60,-12,1,0,0
-60,-60,-12,0,1,374
-62,-60,-12,0,1,362
-26,-58,-12,1,0,0
-28,-58,-12,1,0,0
-30,-58,-12,1,0,0
-32,-58,-12,1,0,0
-34,-58,-12,1,0,0
-36,-58,-12,1,0,0
-38,-58,-12,1,0,0
-40,-58,-12,1,0,0
-42,-58,-12,1,0,0
-46,-58,-12,1,0,0
-48,-58,-12,1,0,0
-50,-58,-12,1,0,0
-52,-58,-12,1,0,0
-54,-58,-12,1,0,0
-56,-58,-12,1,0,0
-58,-58,-12,1,0,0
-60,-58,-12,1,0,0
-62,-58,-12,0,1,369
-64,-58,-12,0,1,337
-26,-56,-12,1,0,0
-28,-56,-12,1,0,0
-30,-56,-12,1,0,0
-32,-56,-12,1,0,0
-34,-56,-12,1,0,0
-36,-56,-12,1,0,0
-38,-56,-12,1,0,0
-40,-56,-12,1,0,0
-42,-56,-12,1,0,0
-44,-56,-12,1,0,0
-46,-56,-12,1,0,0
-48,-56,-12,1,0,0
-50,-56,-12,1,0,0
-52,-56,-12,1,0,0
-54,-56,-12,1,0,0
-56,-56,-12,1,0,0
-58,-56,-12,1,0,0
-60,-56,-12,1,0,0
-62,-56,-12,0,1,373
-26,-54,-12,1,0,0
-28,-54,-12,1,0,0
-30,-54,-12,1,0,0
-32,-54,-12,1,0,0
-34,-54,-12,1,0,0
-36,-54,-12,1,0,0
-38,-54,-12,1,0,0
-40,-54,-12,1,0,0
-42,-54,-12,1,0,0
-44,-54,-12,1,0,0
-46,-54,-12,1,0,0
-48,-54,-12,1,0,0
-50,-54,-12,1,0,0
-52,-54,-12,1,0,0
-54,-54,-12,1,0,0
-56,-54,-12,1,0,0
-58,-54,-12,1,0,0
-60,-54,-12,1,0,0
-62,-54,-12,1,0,0
-26,-52,-12,1,0,0
-28,-52,-12,1,0,0
-30,-52,-12,1,0,0
-32,-52,-12,1,0,0
-34,-52,-12,1,0,0
-36,-52,-12,1,0,0
-38,-52,-12,1,0,0
-40,-52,-12,1,0,0
-42,-52,-12,1,0,0
-44,-52,-12,1,0,0
-46,-52,-12,1,0,0
-48,-52,-12,1,0,0
-50,-52,-12,1,0,0
-52,-52,-12,1,0,0
-54,-52,-12,1,0,0
-56,-52,-12,1,0,0
-58,-52,-12,1,0,0
-60,-52,-12,1,0,0
-62,-52,-12,1,0,0
-20,-50,-12,1,0,0
-22,-50,-12,1,0,0
-24,-50,-12,1,0,0
-26,-50,-12,1,0,0
-28,-50,-12,1,0,0
-30,-50,-12,1,0,0
-32,-50,-12,1,0,0
-34,-50,-12,1,0,0
-36,-50,-12,1,0,0
-38,-50,-12,1,0,0
-40,-50,-12,1,0,0
-42,-50,-12,1,0,0
-44,-50,-12,1,0,0
-46,-50,-12,1,0,0
-48,-50,-12,1,0,0
-50,-50,-12,1,0,0
-52,-50,-12,1,0,0
-54,-50,-12,1,0,0
-56,-50,-12,1,0,0
-58,-50,-12,1,0,0
-18,-48,-12,1,0,0
-20,-48,-12,1,0,0
-22,-48,-12,1,0,0
-24,-48,-12,1,0,0
-26,-48,-12,1,0,0
-28,-48,-12,1,0,0
-30,-48,-12,1,0,0
-32,-48,-12,1,0,0
-34,-48,-12,1,0,0
-36,-48,-12,1,0,0
-38,-48,-12,1,0,0
-40,-48,-12,1,0,0
-42,-48,-12,1,0,0
-44,-48,-12,1,0,0
-46,-48,-12,1,0,0
-48,-48,-12,1,0,0
-50,-48,-12,1,0,0
-52,-48,-12,1,0,0
-54,-48,-12,1,0,0
-56,-48,-12,1,0,0
-16,-46,-12,1,0,0
-18,-46,-12,1,0,0
-20,-46,-12,1,0,0
-22,-46,-12,1,0,0
-24,-46,-12,1,0,0
-26,-46,-12,1,0,0
-28,-46,-12,1,0,0
-30,-46,-12,1,0,0
-32,-46,-12,1,0,0
-34,-46,-12,1,0,0
-36,-46,-12,1,0,0
-38,-46,-12,1,0,0
-40,-46,-12,1,0,0
-42,-46,-12,1,0,0
-44,-46,-12,1,0,0
-46,-46,-12,1,0,0
-48,-46,-12,1,0,0
-50,-46,-12,1,0,0
-52,-46,-12,1,0,0
-54,-46,-12,1,0,0
-16,-44,-12,1,0,0
-18,-44,-12,1,0,0
-20,-44,-12,1,0,0
-22,-44,-12,1,0,0
-24,-44,-12,1,0,0
-26,-44,-12,1,0,0
-28,-44,-12,1,0,0
-30,-44,-12,1,0,0
-32,-44,-12,1,0,0
-34,-44,-12,1,0,0
-36,-44,-12,1,0,0
-38,-44,-12,1,0,0
-40,-44,-12,1,0,0
-48,-44,-12,1,0,0
-50,-44,-12,1,0,0
-16,-42,-12,1,0,0
-18,-42,-12,1,0,0
-20,-42,-12,1,0,0
-22,-42,-12,1,0,0
-24,-42,-12,1,0,0
-26,-42,-12,1,0,0
-28,-42,-12,1,0,0
-30,-42,-12,1,0,0
-32,-42,-12,1,0,0
-34,-42,-12,1,0,0
-36,-42,-12,1,0,0
-16,-40,-12,1,0,0
-18,-40,-12,1,0,0
-20,-40,-12,1,0,0
-22,-40,-12,1,0,0
-24,-40,-12,1,0,0
-26,-40,-12,1,0,0
-28,-40,-12,1,0,0
-30,-40,-12,1,0,0
-32,-40,-12,1,0,0
-14,-38,-12,1,0,0
-24,-76,-10,1,0,0
-26,-76,-10,1,0,0
-28,-76,-10,1,0,0
-24,-74,-10,1,0,0
-26,-74,-10,1,0,0
-28,-74,-10,1,0,0
-30,-74,-10,1,0,0
-24,-72,-10,1,0,0
-26,-72,-10,1,0,0
-28,-72,-10,1,0,0
-30,-72,-10,1,0,0
-32,-72,-10,1,0,0
-24,-70,-10,1,0,0
-26,-70,-10,1,0,0
-28,-70,-10,1,0,0
-30,-70,-10,1,0,0
-32,-70,-10,1,0,0
-34,-70,-10,1,0,0
-26,-68,-10,1,0,0
-28,-68,-10,1,0,0
-30,-68,-10,1,0,0
-32,-68,-10,1,0,0
-34,-68,-10,1,0,0
-46,-68,-10,1,0,0
-48,-68,-10,1,0,0
-50,-68,-10,1,0,0
-52,-68,-10,1,0,0
-54,-68,-10,1,0,0
-28,-66,-10,1,0,0
-30,-66,-10,1,0,0
-32,-66,-10,1,0,0
-34,-66,-10,1,0,0
-44,-66,-10,1,0,0
-46,-66,-10,1,0,0
-48,-66,-10,1,0,0
-50,-66,-10,1,0,0
-52,-66,-10,1,0,0
-54,-66,-10,1,0,0
-56,-66,-10,1,0,0
-28,-64,-10,1,0,0
-30,-64,-10,1,0,0
-32,-64,-10,1,0,0
-34,-64,-10,1,0,0
-36,-64,-10,1,0,0
-42,-64,-10,1,0,0
-44,-64,-10,1,0,0
-46,-64,-10,1,0,0
-48,-64,-10,1,0,0
-50,-64,-10,1,0,0
-52,-64,-10,1,0,0
-54,-64,-10,1,0,0
-56,-64,-10,1,0,0
-58,-64,-10,0,1,374
-28,-62,-10,1,0,0
-30,-62,-10,1,0,0
-32,-62,-10,1,0,0
-34,-62,-10,1,0,0
-36,-62,-10,1,0,0
-42,-62,-10,1,0,0
-44,-62,-10,1,0,0
-46,-62,-10,1,0,0
-48,-62,-10,1,0,0
-50,-62,-10,1,0,0
-52,-62,-10,1,0,0
-54,-62,-10,1,0,0
-56,-62,-10,1,0,0
-58,-62,-10,1,0,0
-60,-62,-10,0,1,374
-26,-60,-10,1,0,0
-28,-60,-10,1,0,0
-30,-60,-10,1,0,0
-32,-60,-10,1,0,0
-34,-60,-10,1,0,0
-36,-60,-10,1,0,0
-42,-60,-10,1,0,0
-44,-60,-10,1,0,0
-46,-60,-10,1,0,0
-48,-60,-10,1,0,0
-50,-60,-10,1,0,0
-52,-60,-10,1,0,0
-54,-60,-10,1,0,0
-56,-60,-10,1,0,0
-58,-60,-10,1,0,0
-60,-60,-10,1,0,0
-62,-60,-10,0,1,370
-26,-58,-10,1,0,0
-28,-58,-10,1,0,0
-30,-58,-10,1,0,0
-32,-58,-10,1,0,0
-34,-58,-10,1,0,0
-36,-58,-10,1,0,0
-38,-58,-10,1,0,0
-42,-58,-10,1,0,0
-44,-58,-10,1,0,0
-46,-58,-10,1,0,0
-48,-58,-10,1,0,0
-50,-58,-10,1,0,0
-52,-58,-10,1,0,0
-54,-58,-10,1,0,0
-56,-58,-10,1,0,0
-58,-58,-10,1,0,0
-60,-58,-10,1,0,0
-62,-58,-10,1,0,0
-64,-58,-10,0,1,351
-26,-56,-10,1,0,0
-28,-56,-10,1,0,0
-30,-56,-10,1,0,0
-32,-56,-10,1,0,0
-34,-56,-10,1,0,0
-36,-56,-10,1,0,0
-38,-56,-10,1,0,0
-40,-56,-10,1,0,0
-42,-56,-10,1,0,0
-44,-56,-10,1,0,0
-46,-56,-10,1,0,0
-48,-56,-10,1,0,0
-50,-56,-10,1,0,0
-52,-56,-10,1,0,0
-54,-56,-10,1,0,0
-56,-56,-10,1,0,0
-58,-56,-10,1,0,0
-60,-56,-10,1,0,0
-62,-56,-10,1,0,0
-26,-54,-10,1,0,0
-28,-54,-10,1,0,0
-30,-54,-10,1,0,0
-32,-54,-10,1,0,0
-34,-54,-10,1,0,0
-36,-54,-10,1,0,0
-38,-54,-10,1,0,0
-40,-54,-10,1,0,0
-42,-54,-10,1,0,0
-44,-54,-10,1,0,0
-46,-54,-10,1,0,0
-48,-54,-10,1,0,0
-50,-54,-10,1,0,0
-52,-54,-10,1,0,0
-54,-54,-10,1,0,0
-56,-54,-10,1,0,0
-58,-54,-10,1,0,0
-60,-54,-10,1,0,0
-62,-54,-10,1,0,0
-26,-52,-10,1,0,0
-28,-52,-10,1,0,0
-30,-52,-10,1,0,0
-32,-52,-10,1,0,0
-34,-52,-10,1,0,0
-36,-52,-10,1,0,0
-38,-52,-10,1,0,0
-40,-52,-10,1,0,0
-42,-52,-10,1,0,0
-44,-52,-10,1,0,0
-46,-52,-10,1,0,0
-48,-52,-10,1,0,0
-50,-52,-10,1,0,0
-52,-52,-10,1,0,0
-54,-52,-10,1,0,0
-56,-52,-10,1,0,0
-58,-52,-10,1,0,0
-24,-50,-10,1,0,0
-26,-50,-10,1,0,0
-28,-50,-10,1,0,0
-30,-50,-10,1,0,0
-32,-50,-10,1,0,0
-34,-50,-10,1,0,0
-36,-50,-10,1,0,0
-38,-50,-10,1,0,0
-40,-50,-10,1,0,0
-42,-50,-10,1,0,0
-44,-50,-10,1,0,0
-46,-50,-10,1,0,0
-48,-50,-10,1,0,0
-50,-50,-10,1,0,0
-52,-50,-10,1,0,0
-54,-50,-10,1,0,0
-56,-50,-10,1,0,0
-26,-48,-10,1,0,0
-28,-48,-10,1,0,0
-30,-48,-10,1,0,0
-32,-48,-10,1,0,0
-34,-48,-10,1,0,0
-36,-48,-10,1,0,0
-38,-48,-10,1,0,0
-40,-48,-10,1,0,0
-42,-48,-10,1,0,0
-44,-48,-10,1,0,0
-46,-48,-10,1,0,0
-48,-48,-10,1,0,0
-50,-48,-10,1,0,0
-52,-48,-10,1,0,0
-54,-48,-10,1,0,0
-26,-46,-10,1,0,0
-28,-46,-10,1,0,0
-30,-46,-10,1,0,0
-32,-46,-10,1,0,0
-34,-46,-10,1,0,0
-36,-46,-10,1,0,0
-38,-46,-10,1,0,0
-40,-46,-10,1,0,0
-42,-46,-10,1,0,0
-44,-46,-10,1,0,0
-46,-46,-10,1,0,0
-48,-46,-10,1,0,0
-50,-46,-10,1,0,0
-52,-46,-10,1,0,0
-28,-44,-10,1,0,0
-30,-44,-10,1,0,0
-34,-44,-10,1,0,0
-36,-44,-10,1,0,0
-40,-44,-10,1,0,0
-48,-44,-10,1,0,0
-50,-44,-10,1,0,0
-24,-76,-8,1,0,0
-26,-76,-8,1,0,0
-24,-74,-8,1,0,0
-26,-74,-8,1,0,0
-28,-74,-8,1,0,0
-24,-72,-8,1,0,0
-26,-72,-8,1,0,0
-28,-72,-8,1,0,0
-30,-72,-8,1,0,0
-24,-70,-8,1,0,0
-26,-70,-8,1,0,0
-28,-70,-8,1,0,0
-30,-70,-8,1,0,0
-32,-70,-8,1,0,0
-26,-68,-8,1,0,0
-28,-68,-8,1,0,0
-30,-68,-8,1,0,0
-32,-68,-8,1,0,0
-46,-68,-8,1,0,0
-48,-68,-8,1,0,0
-50,-68,-8,1,0,0
-52,-68,-8,1,0,0
-54,-68,-8,1,0,0
-28,-66,-8,1,0,0
-30,-66,-8,1,0,0
-32,-66,-8,1,0,0
-44,-66,-8,1,0,0
-46,-66,-8,1,0,0
-48,-66,-8,1,0,0
-50,-66,-8,1,0,0
-52,-66,-8,1,0,0
-54,-66,-8,1,0,0
-56,-66,-8,1,0,0
-28,-64,-8,1,0,0
-30,-64,-8,1,0,0
-32,-64,-8,1,0,0
-34,-64,-8,1,0,0
-42,-64,-8,1,0,0
-44,-64,-8,1,0,0
-46,-64,-8,1,0,0
-48,-64,-8,1,0,0
-50,-64,-8,1,0,0
-52,-64,-8,1,0,0
-54,-64,-8,1,0,0
-56,-64,-8,1,0,0
-58,-64,-8,1,0,0
-26,-62,-8,1,0,0
-28,-62,-8,1,0,0
-30,-62,-8,1,0,0
-32,-62,-8,1,0,0
-34,-62,-8,1,0,0
-42,-62,-8,1,0,0
-44,-62,-8,1,0,0
-46,-62,-8,1,0,0
-48,-62,-8,1,0,0
-50,-62,-8,1,0,0
-52,-62,-8,1,0,0
-54,-62,-8,1,0,0
-56,-62,-8,1,0,0
-58,-62,-8,1,0,0
-60,-62,-8,0,1,374
-26,-60,-8,1,0,0
-28,-60,-8,1,0,0
-30,-60,-8,1,0,0
-32,-60,-8,1,0,0
-34,-60,-8,1,0,0
-42,-60,-8,1,0,0
-44,-60,-8,1,0,0
-46,-60,-8,1,0,0
-48,-60,-8,1,0,0
-50,-60,-8,1,0,0
-52,-60,-8,1,0,0
-54,-60,-8,1,0,0
-56,-60,-8,1,0,0
-58,-60,-8,1,0,0
-60,-60,-8,1,0,0
-62,-60,-8,0,1,373
-26,-58,-8,1,0,0
-28,-58,-8,1,0,0
-30,-58,-8,1,0,0
-32,-58,-8,1,0,0
-34,-58,-8,1,0,0
-42,-58,-8,1,0,0
-44,-58,-8,1,0,0
-46,-58,-8,1,0,0
-48,-58,-8,1,0,0
-50,-58,-8,1,0,0
-52,-58,-8,1,0,0
-54,-58,-8,1,0,0
-56,-58,-8,1,0,0
-58,-58,-8,1,0,0
-60,-58,-8,1,0,0
-62,-58,-8,1,0,0
-64,-58,-8,0,1,360
-28,-56,-8,1,0,0
-30,-56,-8,1,0,0
-32,-56,-8,1,0,0
-42,-56,-8,1,0,0
-44,-56,-8,1,0,0
-46,-56,-8,1,0,0
-48,-56,-8,1,0,0
-50,-56,-8,1,0,0
-52,-56,-8,1,0,0
-54,-56,-8,1,0,0
-56,-56,-8,1,0,0
-58,-56,-8,1,0,0
-60,-56,-8,1,0,0
-62,-56,-8,1,0,0
-28,-54,-8,1,0,0
-30,-54,-8,1,0,0
-32,-54,-8,1,0,0
-42,-54,-8,1,0,0
-44,-54,-8,1,0,0
-46,-54,-8,1,0,0
-48,-54,-8,1,0,0
-50,-54,-8,1,0,0
-52,-54,-8,1,0,0
-54,-54,-8,1,0,0
-56,-54,-8,1,0,0
-58,-54,-8,1,0,0
-60,-54,-8,1,0,0
-28,-52,-8,1,0,0
-30,-52,-8,1,0,0
-32,-52,-8,1,0,0
-42,-52,-8,1,0,0
-44,-52,-8,1,0,0
-46,-52,-8,1,0,0
-48,-52,-8,1,0,0
-50,-52,-8,1,0,0
-52,-52,-8,1,0,0
-54,-52,-8,1,0,0
-56,-52,-8,1,0,0
-58,-52,-8,1,0,0
-28,-50,-8,1,0,0
-30,-50,-8,1,0,0
-32,-50,-8,1,0,0
-42,-50,-8,1,0,0
-44,-50,-8,1,0,0
-48,-50,-8,1,0,0
-50,-50,-8,1,0,0
-52,-50,-8,1,0,0
-54,-50,-8,1,0,0
-28,-48,-8,1,0,0
-30,-48,-8,1,0,0
-32,-48,-8,1,0,0
-34,-48,-8,1,0,0
-50,-48,-8,1,0,0
-52,-48,-8,1,0,0
-28,-46,-8,1,0,0
-30,-46,-8,1,0,0
-32,-46,-8,1,0,0
-50,-46,-8,1,0,0
-22,-76,-6,1,0,0
-24,-76,-6,1,0,0
-24,-74,-6,1,0,0
-26,-74,-6,1,0,0
-24,-72,-6,1,0,0
-26,-72,-6,1,0,0
-24,-70,-6,1,0,0
-26,-70,-6,1,0,0
-28,-70,-6,1,0,0
-26,-68,-6,1,0,0
-28,-68,-6,1,0,0
-30,-68,-6,1,0,0
-46,-68,-6,1,0,0
-48,-68,-6,1,0,0
-50,-68,-6,1,0,0
-52,-68,-6,1,0,0
-28,-66,-6,1,0,0
-30,-66,-6,1,0,0
-44,-66,-6,1,0,0
-46,-66,-6,1,0,0
-48,-66,-6,1,0,0
-50,-66,-6,1,0,0
-52,-66,-6,1,0,0
-54,-66,-6,1,0,0
-56,-66,-6,1,0,0
-28,-64,-6,1,0,0
-30,-64,-6,1,0,0
-44,-64,-6,1,0,0
-46,-64,-6,1,0,0
-48,-64,-6,1,0,0
-50,-64,-6,1,0,0
-52,-64,-6,1,0,0
-54,-64,-6,1,0,0
-56,-64,-6,1,0,0
-58,-64,-6,1,0,0
-28,-62,-6,1,0,0
-30,-62,-6,1,0,0
-42,-62,-6,1,0,0
-44,-62,-6,1,0,0
-46,-62,-6,1,0,0
-48,-62,-6,1,0,0
-50,-62,-6,1,0,0
-52,-62,-6,1,0,0
-54,-62,-6,1,0,0
-56,-62,-6,1,0,0
-58,-62,-6,1,0,0
-60,-62,-6,1,0,0
-28,-60,-6,1,0,0
-30,-60,-6,1,0,0
-42,-60,-6,1,0,0
-44,-60,-6,1,0,0
-46,-60,-6,1,0,0
-48,-60,-6,1,0,0
-50,-60,-6,1,0,0
-52,-60,-6,1,0,0
-54,-60,-6,1,0,0
-56,-60,-6,1,0,0
-58,-60,-6,1,0,0
-60,-60,-6,1,0,0
-62,-60,-6,1,0,0
-28,-58,-6,1,0,0
-30,-58,-6,1,0,0
-44,-58,-6,1,0,0
-46,-58,-6,1,0,0
-48,-58,-6,1,0,0
-50,-58,-6,1,0,0
-52,-58,-6,1,0,0
-54,-58,-6,1,0,0
-56,-58,-6,1,0,0
-58,-58,-6,1,0,0
-60,-58,-6,1,0,0
-62,-58,-6,1,0,0
-64,-58,-6,0,1,363
-30,-56,-6,1,0,0
-46,-56,-6,1,0,0
-48,-56,-6,1,0,0
-50,-56,-6,1,0,0
-52,-56,-6,1,0,0
-54,-56,-6,1,0,0
-56,-56,-6,1,0,0
-58,-56,-6,1,0,0
-60,-56,-6,1,0,0
-62,-56,-6,1,0,0
-30,-54,-6,1,0,0
-32,-54,-6,1,0,0
-46,-54,-6,1,0,0
-48,-54,-6,1,0,0
-50,-54,-6,1,0,0
-52,-54,-6,1,0,0
-54,-54,-6,1,0,0
-56,-54,-6,1,0,0
-58,-54,-6,1,0,0
-60,-54,-6,1,0,0
-32,-52,-6,1,0,0
-48,-52,-6,1,0,0
-50,-52,-6,1,0,0
-52,-52,-6,1,0,0
-54,-52,-6,1,0,0
-56,-52,-6,1,0,0
-58,-52,-6,1,0,0
-32,-50,-6,1,0,0
-50,-50,-6,1,0,0
-52,-50,-6,1,0,0
-54,-50,-6,1,0,0
-34,-48,-6,1,0,0
-50,-48,-6,1,0,0
-52,-48,-6,1,0,0
-50,-46,-6,1,0,0
-24,-76,-4,1,0,0
-26,-74,-4,1,0,0
-26,-72,-4,1,0,0
-28,-70,-4,1,0,0
-30,-68,-4,1,0,0
-30,-66,-4,1,0,0
-30,-64,-4,1,0,0
-30,-62,-4,1,0,0
-30,-60,-4,1,0,0
-30,-58,-4,1,0,0
-30,-56,-4,1,0,0
-30,-54,-4,1,0,0
-32,-54,-4,1,0,0
-32,-52,-4,1,0,0
-32,-50,-4,1,0,0
