unique_id,roi,num_nan,num_voxel,pct_nan,exclude
ds001894_sub-0077,Left IFG,14,3567,0.39,FALSE
ds001894_sub-0081,Left IFG,3,3567,0.08,FALSE
ds001894_sub-0082,Left IFG,0,3567,0,FALSE
ds001894_sub-0084,Left IFG,3,3567,0.08,FALSE
ds001894_sub-0085,Left IFG,15,3567,0.42,FALSE
ds001894_sub-0086,Left IFG,6,3567,0.17,FALSE
ds001894_sub-0087,Left IFG,3,3567,0.08,FALSE
ds001894_sub-0089,Left IFG,3,3567,0.08,FALSE
ds001894_sub-0090,Left IFG,5,3567,0.14,FALSE
ds001894_sub-0091,Left IFG,0,3567,0,FALSE
ds001894_sub-0093,Left IFG,34,3567,0.95,FALSE
ds001894_sub-0094,Left IFG,4,3567,0.11,FALSE
ds001894_sub-0096,Left IFG,20,3567,0.56,FALSE
ds001894_sub-0098,Left IFG,33,3567,0.93,FALSE
ds001894_sub-0100,Left IFG,1,3567,0.03,FALSE
ds001894_sub-0101,Left IFG,16,3567,0.45,FALSE
ds001894_sub-0102,Left IFG,23,3567,0.64,FALSE
ds001894_sub-0104,Left IFG,0,3567,0,FALSE
ds001894_sub-0108,Left IFG,25,3567,0.7,FALSE
ds001894_sub-0110,Left IFG,3,3567,0.08,FALSE
ds001894_sub-0111,Left IFG,37,3567,1.04,FALSE
ds001894_sub-0112,Left IFG,75,3567,2.1,FALSE
ds001894_sub-0115,Left IFG,15,3567,0.42,FALSE
ds001894_sub-0116,Left IFG,13,3567,0.36,FALSE
ds001894_sub-0117,Left IFG,0,3567,0,FALSE
ds001894_sub-0119,Left IFG,1,3567,0.03,FALSE
ds001894_sub-0120,Left IFG,7,3567,0.2,FALSE
ds001894_sub-0123,Left IFG,13,3567,0.36,FALSE
ds001894_sub-0125,Left IFG,18,3567,0.5,FALSE
ds001894_sub-0127,Left IFG,0,3567,0,FALSE
ds001894_sub-0128,Left IFG,61,3567,1.71,FALSE
ds001894_sub-0131,Left IFG,79,3567,2.21,FALSE
ds001894_sub-0132,Left IFG,28,3567,0.78,FALSE
ds001894_sub-0133,Left IFG,45,3567,1.26,FALSE
ds001894_sub-0134,Left IFG,1,3567,0.03,FALSE
ds001894_sub-0135,Left IFG,0,3567,0,FALSE
ds001894_sub-0136,Left IFG,9,3567,0.25,FALSE
ds001894_sub-0138,Left IFG,26,3567,0.73,FALSE
ds001894_sub-0139,Left IFG,16,3567,0.45,FALSE
ds001894_sub-0140,Left IFG,19,3567,0.53,FALSE
ds001894_sub-0141,Left IFG,7,3567,0.2,FALSE
ds001894_sub-0143,Left IFG,0,3567,0,FALSE
ds001894_sub-0144,Left IFG,11,3567,0.31,FALSE
ds001894_sub-0146,Left IFG,14,3567,0.39,FALSE
ds001894_sub-0148,Left IFG,14,3567,0.39,FALSE
ds001894_sub-0150,Left IFG,75,3567,2.1,FALSE
ds001894_sub-0151,Left IFG,135,3567,3.78,FALSE
ds001894_sub-0152,Left IFG,15,3567,0.42,FALSE
ds001894_sub-0157,Left IFG,4,3567,0.11,FALSE
ds001894_sub-0159,Left IFG,24,3567,0.67,FALSE
ds001894_sub-0160,Left IFG,41,3567,1.15,FALSE
ds001894_sub-0161,Left IFG,27,3567,0.76,FALSE
ds001894_sub-0162,Left IFG,92,3567,2.58,FALSE
ds001894_sub-0163,Left IFG,25,3567,0.7,FALSE
ds001894_sub-0164,Left IFG,94,3567,2.64,FALSE
ds001894_sub-0165,Left IFG,12,3567,0.34,FALSE
ds001894_sub-0167,Left IFG,6,3567,0.17,FALSE
ds001894_sub-0168,Left IFG,3,3567,0.08,FALSE
ds001894_sub-0169,Left IFG,20,3567,0.56,FALSE
ds001894_sub-0170,Left IFG,28,3567,0.78,FALSE
ds001894_sub-0172,Left IFG,15,3567,0.42,FALSE
ds001894_sub-0174,Left IFG,10,3567,0.28,FALSE
ds001894_sub-0176,Left IFG,34,3567,0.95,FALSE
ds001894_sub-0177,Left IFG,2,3567,0.06,FALSE
ds001894_sub-0181,Left IFG,11,3567,0.31,FALSE
